Time,Temperature_Surface,Temperature_10cm,Temperature_50cm,Moisture_Surface,Moisture_10cm,Moisture_50cm,Water_Content_Surface,Water_Content_10cm,Water_Content_50cm,Nitrogen,Phosphorous,Potassium,pH,EC
10,15.78609605618985,17.853375968175524,13.434078433264322,0.33393765131530484,0.42779123032768274,0.5799160903820517,0.13240065198402937,0.17694407182739202,0.22620518018579513,56.83507841427079,43.829045670114255,108.26710514156466,6.160848333849292,0.7087189863788146
11,15.95080759129193,16.334553150549418,14.431315610022985,0.4697369060280887,0.30984930045581893,0.5366773906752933,0.19682549255004972,0.12458342192306436,0.2232914154303352,24.033481206621946,42.771149051439814,94.82810171857967,6.8467979715606235,0.5643307919843839
12,17.53496954181826,19.31138405768978,14.576798149030274,0.20067290575619864,0.33883410750341303,0.5004391827449074,0.08426137067053512,0.1529899846649319,0.19790442180215395,-0.41694013145469455,10.263038876727883,94.65489081092915,6.156668469686123,0.4945774311270651
13,13.392654640726057,15.324472646405217,14.557390515928624,0.18062501364249087,0.4280965000560666,0.4881158341519508,0.09413359640742586,0.1858802190510871,0.19412929000772414,52.9761752335918,23.01073532891924,68.93223788111425,6.905323053139873,0.7067702997891249
14,13.936891995033434,19.121336981804397,16.477529735985296,0.25203565190628746,0.39991196337536833,0.5038304535225829,0.11039432363037016,0.15378346061538214,0.19398445105978898,45.72147067297669,42.34482888004982,137.66476054205964,6.484295975939307,0.6240007734407808
15,16.428957892679925,16.97272247879775,15.60435351727288,0.4038378851019317,0.3536700712291403,0.47441182210288485,0.1443089624468305,0.14956449666782148,0.21666180946476785,30.461085212362356,30.623127608458418,103.06072248974846,6.198988808061742,0.547068973712087
16,15.69391933467221,15.85647549115233,15.683108576496341,0.13766980791142777,0.3552959461145089,0.39476252471404927,0.09863916664440435,0.14141644911011167,0.14324648912344903,15.98745500697244,13.894607307038036,93.02224262858871,6.7954366270809246,0.4892904865397133
17,18.513318993996638,16.2647543612843,14.092479531518727,0.0,0.4434913404804691,0.6021088955267365,0.0024657124808258983,0.16031787802298653,0.22603891315972044,35.305135730545814,36.87476908688163,70.10282987003181,6.136628276834926,0.6609864924428903
18,16.23316409552047,16.666230671943268,16.879709052115828,0.22549485154447646,0.3409510366016887,0.5077662499599701,0.08725113608536046,0.16218962946820248,0.24552637130089025,46.11017030270448,19.277891115127943,46.723475584356564,6.7965425352096585,0.5716845734770077
19,15.38808921425306,17.938310705680333,15.15216856037781,0.3180168387172223,0.37065835571335237,0.5199073632561269,0.14648524394800036,0.14936732713594275,0.22751989659553737,63.317556474127805,56.917872725883186,152.31856770197373,6.57456137672417,0.6837092262976779
20,21.30652653378424,18.240720778197325,16.597638726613347,0.37672490478466103,0.5476141649329103,0.49710461250615456,0.15567898083246587,0.2600198311271411,0.1511395710286011,53.7726216313596,53.17262193627388,122.1855483252723,6.164165164975573,0.6600779321509376
21,18.085208620790645,16.74937315476766,16.960462037545536,0.2061310379767024,0.2575736935604316,0.4632441599637706,0.09043697904946751,0.07051963202017598,0.1739924892013002,82.16134494345458,39.06146139533351,35.04328629720132,6.74370430386961,0.6893915937208778
22,18.83230183828258,17.725851269069917,18.188179481854707,0.20913124451998605,0.22201692461297914,0.4907037759525615,0.13349617778000816,0.07767119438832433,0.1600417236297835,29.287918879092114,50.4151005715466,130.5256920283863,6.752381738392321,0.6359893737660358
23,16.00713769000916,21.12720789723206,15.662150257073355,0.36566397865716105,0.43285151632284036,0.4200302618902844,0.14076316289776347,0.17379338326295357,0.14899829088780867,67.62117784114866,30.971870251850717,136.89924680932438,7.042193405039263,0.7842453604392929
24,17.926114443009368,20.65545065260781,14.093879747032934,0.06547300421570022,0.31717685960761716,0.6138543249026652,0.019833983805932175,0.14961836579562515,0.1827714366363853,50.94597486257456,41.481562415625234,104.97504489203718,6.976526205783078,0.6516030884269298
25,19.3937812055429,18.867824729328056,17.43859196826455,0.21784665229247713,0.34856023566705724,0.4382744000788802,0.08947023115724012,0.1474134817188666,0.17256996847767322,63.89338248237169,52.16580442953112,163.92443583007037,6.723852345133894,0.751110643174854
26,17.025768770659706,18.418373346481395,19.195491514464734,0.28188514771863604,0.3152131449851891,0.448401685807641,0.1341843777990752,0.13229471307769067,0.15652183793983018,41.26970273468913,33.68248022691469,108.66878568491532,5.908016009623755,0.6695485686992818
27,20.23368945409545,18.688225736611294,18.773010428603133,0.3155326095138798,0.3615824311698248,0.47798703978067997,0.09608236320174394,0.12208769661684697,0.19239292104820077,71.43360747781179,26.172192427285744,43.327058882032404,7.69274023313564,0.6174469633332119
28,18.434225329190898,19.574004532672706,17.881611853400283,0.22868249852712172,0.5156809496754333,0.5644037862426189,0.052161881581318584,0.1831335519255839,0.19325908931939706,55.90449516690485,4.430670627343261,114.60676004193284,5.775323644611383,0.5882899965141913
29,19.203950901571332,17.263782633302384,17.316968375410053,0.29304851662969617,0.4579329259649168,0.5007254499631327,0.10547710123947551,0.18962326359176482,0.2019484170486939,36.411100301645014,28.75299711417759,109.79589206850918,6.945326735478186,0.6366602398784049
30,18.734342277140982,18.554802920384766,18.751102548077107,0.05116726465870097,0.46897788095095816,0.4381932101984769,0.0,0.1603090325040161,0.16697895851698424,49.759519421736236,42.35134776843467,75.8681260488738,6.710525181977279,0.6555498667749715
31,23.79126580753892,16.579497855778605,17.104492294964473,0.24457074330750309,0.2929391862611211,0.5627169180378669,0.08933167037248847,0.10653811949866186,0.2551258265189187,45.20888282125801,44.18450141351445,122.94235347509701,5.8884717394286925,0.6222352585659946
32,20.207161624179633,19.821282953880647,18.68709823564617,0.36568770340923673,0.3201098003680445,0.536550031339274,0.15632507528628048,0.13806226672893496,0.2428471497706221,59.783567012755874,37.565475985776146,33.29338935236552,6.401280760219827,0.6223126809722476
33,18.264629857471196,20.331843039167957,18.847516703011326,0.2311598591891557,0.19050726480994,0.5269217478608226,0.07464896640461702,0.05655642047844049,0.22647561120453472,26.404465012509828,21.880513575566404,139.62267309771158,6.437507570958765,0.6799065640499119
34,22.169442955882573,18.773355781643325,19.532127726007456,0.34305566343282945,0.3575438790777015,0.535786712058542,0.10868573383750493,0.17512467087831676,0.20778240921019256,49.41296595768611,0.34767646578614375,64.87513185578189,7.118485791561978,0.6856955953048472
35,18.22533026296913,21.994646829700667,21.35997584553114,0.3879885202694917,0.5025170170243859,0.6197180950291226,0.15658215134210365,0.22548553369451216,0.2875948459168549,57.906145052986616,22.571773529928972,60.602154995318706,6.104545697832945,0.653497462098046
36,21.22572992454752,17.928954103307593,19.119618428262974,0.31329790572898114,0.4698874167487243,0.6092547447518056,0.14257003198389587,0.15652656673272375,0.21264119234392587,50.66046614386067,25.434826934190728,95.44700910770092,6.337697706214925,0.716956781950916
37,17.027926621848085,17.70334120581252,18.343576556939375,0.36677247186807077,0.4121145958248783,0.4656642328498352,0.11280951997689606,0.1461984134663116,0.15819452054866084,76.93882488777992,25.306065492149788,117.31891712174541,5.295287950302561,0.6294356383804797
38,18.4283966033544,20.367207993933658,18.95071751884414,0.2534528382399524,0.428051634163604,0.5811942496405577,0.11778578326210065,0.1255051087755426,0.23080203785844178,65.48045548142105,39.278345354668865,106.55696254373719,7.3420361127377936,0.6931313947109232
39,21.614189956146923,21.73009156410647,17.329344831078693,0.326891697845153,0.37342085208282216,0.519158409487945,0.1471028032128277,0.13371651358216619,0.2527441259736004,49.85038406518507,59.7851461652226,70.29363336910487,5.932076708705449,0.7117083223440237
40,22.831256168892594,22.812498395643487,18.524177576922536,0.40432288714814424,0.44236147270567594,0.5249547908068875,0.18081085690239027,0.19227235861371839,0.20593513818535322,54.33378194995346,31.852938027616396,79.75642835232446,6.623023143404772,0.5812482675051323
41,21.829032172729754,19.723654435528914,18.92838361120173,0.35285453737071315,0.48356460712277105,0.41538645841783356,0.165511419245719,0.1851479440036113,0.1624896785029478,55.91331102963999,26.749023162653074,54.67830610490152,6.414010631401997,0.5857219816424933
42,21.3850496176463,22.153550123448582,18.930623166245912,0.2707361356582301,0.2883626145759364,0.4914807117305902,0.15233473275648438,0.12456099070269393,0.16775407756999994,58.06599208333648,26.111672804938614,91.01280393480519,6.423925903042507,0.7165793049474402
43,21.142228797150878,20.59945167466192,19.722347441530232,0.34275847258286934,0.4361739143192619,0.4593588204831718,0.12998154806076664,0.1440228793620699,0.2026621198986763,13.486840086707844,31.86577150361571,143.00084858043638,6.8706551451771505,0.5680980930911947
44,18.913483691501813,20.518060338713607,18.861054972630804,0.3818565636045499,0.48083214040090627,0.5414029407446654,0.15493405704337712,0.20829236125200062,0.23562470138445327,43.969474084613054,17.575593594774016,99.82948249424496,7.297445573791362,0.544403307293724
45,20.554894853727056,22.220344013220654,20.916155610789296,0.09500587214225219,0.36679197688293047,0.5535540250201403,0.029673580191940364,0.13561460619460522,0.23720311403605432,20.311218636131475,31.802978381190826,134.37657019037812,6.616246247756771,0.695701560794487
46,21.19528868089817,21.989222229296985,19.90511666545417,0.40551182195470187,0.449818698245114,0.39627568244918443,0.16224426567699696,0.1801708729437037,0.14592585952272655,75.56561894918973,36.762185044976995,158.21605350904767,6.786987826619793,0.7512739919977125
47,24.350684835396954,18.76003012833479,20.003496023524598,0.24603769397810277,0.6129702562655303,0.4988982567997865,0.12907254470396734,0.24333061247835105,0.1854251673524545,48.783009599941444,33.14529095361732,76.47925923852132,6.63984199896571,0.6417739423720079
48,23.041406808776777,23.451272242746704,19.79085849016295,0.31315973070939934,0.3740190189922745,0.5560930752397126,0.09836360260514637,0.12417663717906413,0.19657478508778564,46.13318100640755,36.86312901007172,92.53706987778541,6.977449738894373,0.6269793072230806
49,18.943640566240084,23.41637186433845,20.377939473127977,0.38256745109065315,0.40917021923610414,0.49066605188432777,0.13580598699294977,0.140606401059646,0.19794387078894982,67.9359466406647,36.50621414022803,186.8477144424998,6.230285065147771,0.6759397927218935
50,23.231226023575214,20.515561128282044,21.149850540974697,0.11953136008773144,0.3149746711935555,0.5364531822501182,0.07535616276518381,0.1453457578574907,0.19297312631447724,58.446495948997494,3.421549766303343,157.7737364791978,7.025742141199434,0.6548523576453522
51,21.923983708006745,22.15314615555352,19.557603226244538,0.18150307394248766,0.38596839751930945,0.5175582733813542,0.09300195971503686,0.1623672021577577,0.1834749792475559,27.427309712415855,39.553052375931046,33.1038189675059,7.037099625429443,0.6625226194421774
52,21.449114510095836,22.403855864596473,19.86454617056172,0.22141903564401583,0.4069860731375361,0.5170830115976314,0.08130498132126478,0.18379541008608297,0.19835939030083904,48.58189274945262,19.934777315063194,115.48593264243627,7.019126600777053,0.6381879426928379
53,24.13280914524951,22.154994387925246,20.31478488203433,0.17189855311914348,0.38575173036056287,0.4864342510965851,0.0858474612700718,0.16079385685427552,0.18479057693494974,43.296660535472306,13.562412554940632,100.02239969358781,6.152736211019847,0.7152182362995552
54,25.075609926738665,21.037472606891296,19.366378870098874,0.42594083176892317,0.2898926789344369,0.4391709597932145,0.17720064955740994,0.1188168842699591,0.16490881334084673,15.10934222787892,13.433222582175055,133.0581244343505,6.373237099704513,0.5501745277452177
55,24.977950828306007,20.95218600866285,19.984593671344754,0.1710215204280988,0.39052817959250297,0.44392349262874864,0.09841410035125928,0.12169105946366587,0.18689828898830468,36.19447533525591,36.50312415708794,70.20084930059778,6.602631342347408,0.6068139864262293
56,21.536330486578866,22.015696149885766,20.41706810617707,0.20728808077744362,0.49468133033308925,0.5354676257227658,0.08440542418751291,0.19246519819801233,0.21576800633211193,46.329193559670685,26.661376091627204,66.41566511837311,5.793850169507753,0.5875454688272888
57,22.69328151195565,23.90521447936422,21.854924818005,0.291049640545674,0.418257303592388,0.5009729127759441,0.13693249849572126,0.16675523502888034,0.1946260445001553,47.70098137016315,4.77046824021884,72.95717138825562,7.26835513998844,0.5346929581463932
58,24.06871091915191,23.051275085419192,21.328126979712234,0.15944821523860112,0.4647568758334733,0.49307438776963874,0.11661952430529285,0.2249648942988408,0.20089001367408515,20.355371526453826,37.17056722788425,77.12285815206269,6.477916911725052,0.5884331811798866
59,25.449261169519996,21.767340871382356,21.341943735115297,0.25003634428348565,0.374801691674457,0.4788054978838824,0.11197652081434359,0.16365980931175633,0.1716916583314603,73.03331166094951,8.40587803801759,132.61296667236059,6.616960309374012,0.6686121381181694
60,22.62929110706745,23.565805669592645,22.0797735866502,0.3317453261250174,0.4599920191538968,0.4847405577259624,0.13368469376590383,0.21471803129574932,0.19600179556857855,47.95793882217122,32.097320377773165,52.7519530740448,6.178323247523897,0.6326427447345683
61,23.303245593968335,18.218021438986057,21.169735404166975,0.2771095441026368,0.4285787777818548,0.552345589724407,0.12529275734547432,0.1833822652306365,0.2239502857466555,50.75106153321126,33.57748388509581,75.09544400162724,5.808850265906225,0.7303988763663485
62,21.546247103430375,24.29411974942846,21.77349019622708,0.3109981462637951,0.3361292409172954,0.48323779590659866,0.11709364134144036,0.12022563182792859,0.16323418117548985,58.012832766796734,43.28365622542567,28.43950437994235,6.166885242636234,0.6387396146683716
63,21.448261851272292,20.039070676294806,21.353385836557777,0.27645605136978657,0.44311523795268415,0.4329467643349216,0.15834177465840926,0.1795885795040707,0.1930925808213759,34.238474921926574,56.725271797002776,140.2847129364949,6.581956488679816,0.7186129433711576
64,25.54486510938388,22.180161379261012,21.793194467535564,0.18571021035579297,0.34295861168909697,0.5371825887770086,0.07788550489623682,0.14190791760092344,0.19724436140626356,59.12711946265392,9.529855111491877,150.8412039772456,6.818143385341267,0.6473822888777174
65,26.70878875366408,21.116988419757096,21.01391916925861,0.3754605913231457,0.37535034012274976,0.48975616680676415,0.14472557012474802,0.1313570246536863,0.19770866270683438,42.65850707963634,29.21289215905426,86.91706276544855,6.5433497111690455,0.6992327106440446
66,23.92611788486569,20.92460900804368,19.224307156947294,0.5230461329794818,0.4436779600722445,0.5015697932766389,0.192504673091392,0.16978343649703942,0.22391615212136096,32.068289187056166,25.85497057433674,88.08202540747108,6.621057394823027,0.7218867367445319
67,26.148345677637383,24.67545606882845,21.5928727314817,0.3515662578467575,0.45361519873145817,0.5803789153199755,0.16257090697083176,0.17733073961903986,0.2506651012822676,61.46894986710798,36.50624528941444,118.12887609131589,6.296330186874636,0.6835938897509779
68,24.932984927261614,22.29767543134019,23.211489725549654,0.3722525064931686,0.3346970596548779,0.49897197213247463,0.1662447508538222,0.16599122051325352,0.20027545662436658,79.83347717603615,33.23503156400428,158.97928029513022,6.710899032473398,0.6429251981150266
69,22.985177326581717,23.58140181659844,22.77409055445436,0.4168251013264436,0.5128505571834847,0.5144591836559362,0.1567829531022956,0.16352541236557433,0.19853369340473312,64.49658746971663,24.711806358950703,116.3444299025567,7.199733923060309,0.6199403576410872
70,25.061163499246078,23.05107280549901,22.8699325439975,0.21636822053455204,0.471741264377571,0.44105382543508376,0.09807631511626927,0.21281287416534928,0.19537176834554484,68.45955130280862,23.386467170837168,72.09832230099542,6.830757899166038,0.6419918947844017
71,27.474633712350894,23.89419379128269,23.19483524328328,0.5074087070868303,0.36591606991545117,0.489016527382452,0.172792363470475,0.1276305232669928,0.2091005105091532,39.58738786875402,13.253237172239288,35.24709712054238,6.854030073417787,0.5932890753637967
72,24.384311796051524,23.348398517148237,22.09902507780572,0.34962214225690386,0.2946267738528402,0.5304763022604301,0.1435482684042247,0.0904091257957438,0.19982322050328943,18.047605416630873,44.81792373609764,55.394949493460494,6.612045985427625,0.6254842606186775
73,27.63985247457955,21.360548568521104,22.25682435406198,0.48352252206270097,0.4006097329657596,0.4222313133079379,0.20246413586661427,0.1838427357870731,0.15299465238314136,79.80275044199682,36.88806272399294,102.9287780124986,5.7000702129939285,0.6911650862337411
74,19.322858057739566,24.828631081793812,21.4884615438928,0.237092284988489,0.37056185361564,0.5100422546557855,0.12898351018658005,0.16286270283094362,0.16256979822839424,91.0902977880952,43.766522966927056,73.78689907196822,5.95395750618553,0.6720995161038033
75,26.255102847473456,22.64009807204489,21.834095198823658,0.48180619225578253,0.40905123656424186,0.5050395536322403,0.17730610084773923,0.18871086867332054,0.20509645828656786,80.85613547539364,25.344057952867296,107.79870823963034,6.679257281106343,0.6282896254879696
76,24.83149351302489,21.08965655973149,22.807430588664836,0.3671199648625904,0.36471331638302196,0.502064372779372,0.12128093336898968,0.16189936550412032,0.19917179421138081,43.284281220405006,20.147467969583545,77.88303935055063,6.4578184775336975,0.6224301819284753
77,24.102624517583337,22.82343451614045,23.434459733832384,0.33496717643144586,0.22720135184812526,0.5518579449329122,0.11607831135407752,0.13207744077399816,0.24346700546601574,26.907313225423117,13.825274000561581,57.67414274822354,6.68642472559327,0.6623190264741293
78,24.924526104795206,25.755094010089458,22.127457820870784,0.2940131828206911,0.3512986873671332,0.516721925742426,0.09087390312197806,0.151693951685743,0.21386987216657774,28.68634604360867,35.38376375610989,52.91873474187716,7.308810390639968,0.641525907442045
79,20.803345585854785,24.814891857473977,21.850445808699504,0.2379898969186853,0.35325612635021314,0.5739035949178222,0.12192910592265378,0.13817290301762208,0.2562460218505827,16.325348647719025,14.403101632076481,162.4941803749292,6.8392190099227985,0.63871073794907
80,24.37372092704107,23.0494332659685,22.332286191301083,0.37675189565816536,0.4247121198683916,0.45032052422029817,0.18167354416374687,0.1767433754937835,0.16618092512979585,47.852427631799095,57.729946034498255,135.55950996734572,7.091767913305595,0.7248404748411078
81,25.558963310544417,23.078614702667235,22.961471099697945,0.266483161170047,0.31561233054226145,0.5067962283609174,0.11299759602699538,0.15111431478382387,0.22548149796371936,82.11355916164909,10.385361283598392,169.22071807311835,6.520692378618361,0.6585560780367641
82,27.829282513422896,23.147367125916794,20.942290165412338,0.0535669348728711,0.5044583170087572,0.5042233393194974,0.0458526728628514,0.18619582029830054,0.19111100814570586,47.166747362555135,34.104901788187526,121.59803603020411,6.091035467770493,0.6166574098616787
83,23.862784514326236,26.769480678671115,20.11321150264894,0.13855525906088606,0.21723309908681124,0.44653727531224596,0.05810127123595914,0.0738554679840969,0.19416683136074384,56.046458006965494,53.50282060820679,82.80034365540644,6.45721139448674,0.6135601952245765
84,23.305234888392945,24.249014167817684,21.879463035269808,0.23386259896596753,0.4763617043353554,0.5478147501045673,0.0916428066323717,0.18436548144218404,0.18995073219121306,77.51193928608417,38.98634638895714,152.9336368995975,6.074237833243834,0.6867007729863681
85,23.938664981770447,24.34013258627915,21.22724873613141,0.2876986281273336,0.35607372021621847,0.6162336652926409,0.10841869886985821,0.10033783211118075,0.2511961721043801,41.918093763352005,32.635105687376694,98.67727994552928,7.25037761557349,0.6027915445880393
86,26.789994196875938,25.256655644445964,21.9551307676773,0.25718390983614065,0.4464724450231627,0.49914969627580846,0.09666574410690496,0.18135054617761603,0.1599661196814052,90.7106291343919,15.472745295571567,108.8336708116141,6.869477147284121,0.7210139468683775
87,25.630751950400924,24.08277098306725,22.328144439155928,0.39250781636474263,0.38875056115592443,0.5252510544136884,0.12604709541971645,0.11777765038334925,0.20475767204664028,89.84188814994907,9.27346217148444,98.28702483697924,6.721005466677665,0.6244926918558137
88,23.924833804021564,23.3465732822468,22.032670381377063,0.08455298144234735,0.4789623435897635,0.5042259237907664,0.03910628784908572,0.19264612369455777,0.21049744939386483,47.377773226390346,41.55075163376379,-17.876168771360582,7.109516302969817,0.539854354663228
89,26.019034978623544,23.44835033314952,23.945717635627897,0.3039632091096281,0.3627736921112424,0.4643207665046412,0.12077860543957036,0.16241527196720196,0.17530893557723456,38.44931471961574,52.5922086116242,164.18940049179412,5.459575471827424,0.7702650825186685
90,25.191840118494987,23.640398879687865,22.82466128242134,0.11820207746128446,0.312110365985775,0.4089619861098992,0.062188045466071304,0.1153066171814333,0.14257604186884032,63.94476092780626,23.417250142827427,119.64015783831013,6.782248767925202,0.6246133284357216
91,26.93719737842768,23.694078672729045,22.80039101723654,0.38636681408930484,0.519877693706218,0.4647113258452317,0.15641719556449413,0.24149339488622462,0.2028068997240114,43.04950114962284,12.914077385754734,113.1929224347404,5.806040426438883,0.6202364626152653
92,23.595060398792675,24.840652572675477,23.121457071936042,0.31089096070958966,0.40312364762170266,0.43040208095241345,0.12110231025245403,0.13203944106031132,0.1700915765840269,26.868895658653273,-6.8725414582352755,97.52895750917757,6.465283054696211,0.5913269741921774
93,24.340138513678035,23.82360849524084,21.357083408405444,0.3713502598170354,0.43535823545871105,0.5852051039029559,0.13111624332666155,0.19796850781612108,0.22429062862056895,75.62477307045961,15.288527345061935,106.53711281544524,6.307011177784689,0.5873472008772034
94,24.20458084958602,24.83831741388119,23.52902922768557,0.25076894521489307,0.5210744978879055,0.49424451530383806,0.10175064282239246,0.22193254028330062,0.19853572454462076,74.3289477455416,28.2951473625144,76.10884256615009,6.805791411526985,0.7024527048662845
95,22.052141712389684,23.60913815805835,22.40549016125307,0.4712477633549971,0.3434243427459784,0.48270403354764146,0.20326384995832208,0.1030490721321776,0.24581499625796838,53.11023207527121,53.986848612551015,124.66317409229084,6.566968868144977,0.701284619754529
96,25.558829571670852,23.836212352138748,23.140410733028745,0.4517252922206428,0.4761709672999952,0.5444576912393903,0.15782333706657992,0.24468427290080874,0.240853133491387,24.742704925436442,40.097005383494526,47.716066224034705,7.12738605758383,0.6666169440149875
97,25.473163655366758,20.706199428658465,21.384090566866124,0.4080805250696024,0.3826440763440169,0.4439124448572056,0.16498168510145575,0.15178272482752747,0.20081645130663905,25.409474975652277,34.5762810706013,107.44273729882187,6.158243367026733,0.5797460278347595
98,24.942795405959064,25.060431580094157,20.885552877390666,0.33677437008206956,0.4192621084094985,0.4616567980997724,0.13937060706341753,0.15015516292068679,0.19337364561975623,52.14458576838305,23.998205080483036,122.46293882284418,6.820879757808434,0.6423305498840962
99,24.441966373184254,24.185316321784807,23.23791623396612,0.4055385543442709,0.43431401271959774,0.503403613462431,0.14785412606534307,0.14558386119215877,0.20469115083651535,40.00257930989935,21.252514241160654,92.05323464708388,6.540557753014989,0.6092494986243117
100,22.05603441822258,25.139452271996714,22.774507838188587,0.272612013390487,0.3059630131977783,0.551438449571174,0.09728767925803482,0.11798484472591785,0.17265373406186132,43.17814135716784,51.08471396261945,114.83471169884099,5.655093663625175,0.6648746358867089
101,24.018190854107587,19.272124357365858,21.47148179531697,0.42271280717594095,0.3599873813386871,0.5250842522584394,0.17369733984570068,0.14144681508767565,0.19645409397411312,70.43926310120007,33.011078111375845,60.34662431062999,5.998420490020889,0.5608929159390329
102,24.143836486746284,26.72036430098092,21.476675886545145,0.4943373520470158,0.5257193889618254,0.5124162571257941,0.17506652045295387,0.21234066615552344,0.19535501458626817,64.66358634845116,-1.5390103788153304,61.366929164161434,6.375627248034215,0.5993498594863277
103,23.19158237801166,23.346945628399393,23.441958009224177,0.4273978881517088,0.4830973943790578,0.5039058867618008,0.17795762956567138,0.18728303462714394,0.16406451342376968,77.56285360995226,19.896905281541358,109.46868484105573,7.013406436130693,0.5808709057408342
104,24.437534082991665,25.18437445611377,21.09468306282399,0.23743533756014695,0.40122618453835396,0.5200117927763388,0.07706704755087479,0.17315498001764346,0.18485640130622685,30.18753553245485,17.126759523425598,127.14198618484207,6.708117995022542,0.6288019917081475
105,25.529283679919693,21.925263977287788,23.891736722917518,0.3361417317273103,0.41944987668103145,0.5100826452564627,0.15571376655158847,0.16002735401914767,0.16441632868413242,43.13616862626576,21.806039862338025,25.00537377993156,5.882635414886911,0.47101243915264357
106,28.4517496326617,24.36456979632246,21.310819312568707,0.16029026108324723,0.3702232488245506,0.4485013862611532,0.11087265934106488,0.10939001718501083,0.17863407779051385,65.17963390920225,38.443659904276274,120.88082540443067,6.413812859868095,0.5714843648011645
107,24.983861111305167,21.82284686659893,22.80962686268572,0.33690219896377765,0.49632457157396465,0.5023039610816575,0.11754574355147467,0.19554259871659305,0.21729690384963934,58.961566820257836,28.38832677308626,78.27193998494651,7.475213004500137,0.6674132994078172
108,25.102278951318493,22.422165820335607,21.799841877136682,0.31567107867163025,0.36633823620769274,0.44631556705411235,0.1369525887161456,0.09918574141561153,0.20066171719413153,80.64760765175244,28.84701889494507,92.2877565077035,6.524044559553266,0.6282965820408102
109,24.38791813477212,26.18101649878941,22.686316400756354,0.07586112477291396,0.3962530226064661,0.5040541271450412,0.0158096118115252,0.16557662166041426,0.2099173400996013,58.410734118081386,49.70209741987855,46.419283057398516,6.328751099986511,0.5819295693850471
110,20.64607336952363,22.97341140897061,21.49114021799535,0.14052034541954161,0.46570164941783204,0.47596760292558793,0.07702722164377243,0.1666946551614801,0.1711191143462638,86.96218208211104,19.55308365319967,65.93531039253168,6.731817785836156,0.703025201985354
111,24.374583683005774,23.53238017197858,21.822057384441493,0.22413328451086562,0.3092785857234729,0.6269690811391431,0.06434814562264196,0.12697864138770518,0.21214632928525803,60.800356034462816,57.96299288831024,138.64501302121243,6.859283211339899,0.7044671662998
112,24.48927388283637,24.45547438583973,21.972851292054607,0.22018793051750368,0.4948674778987033,0.4980052808124144,0.09768690737555573,0.22422849078997342,0.16406473833693572,71.2433489517732,19.930386129433707,101.31453495920853,6.24989703320822,0.6854355123375003
113,29.233723535350364,23.835400176819707,20.87432792356034,0.12932621168970576,0.24772743035948167,0.42978802168692054,0.03427070533809526,0.08011599823843267,0.14653555712967825,43.529701064310856,31.337972949188572,84.68886393161766,6.738354766016748,0.6089000023632668
